PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	multiplier	LT_Nom_Thread_Len(in)	Length(ref)	L_length(in)	E_full_size_body_max_dia(in)	E_full_size_body_min_dia(in)	F_width_across_flats_basic(in)	F_width_across_flats_max(in)	F_width_across_flats_min(in)	G_width_across_corners_max(in)	G_width_across_corners_min(in)	H_head_height_basic(in)	H_head_height_max(in)	H_head_height_min(in)	R_radius_of_fillet_max(in)	R_radius_of_fillet_min(in)	Material	Reference	Edition
ASME B18.2.1 BOLT 7/16 x 0.437 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_0.437_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	0.2584	2.5	1.125	  7/16	0.437	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 0.5 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_0.5_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	0.3214	2.5	1.125	  1/2 	0.5	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 0.562 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_0.562_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	0.3834	2.5	1.125	  9/16	0.562	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 0.625 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_0.625_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	0.4464	2.5	1.125	  5/8 	0.625	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 0.75 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_0.75_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	0.5714	2.5	1.125	  3/4 	0.75	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 0.875 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_0.875_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	0.6964	2.5	1.125	  7/8 	0.875	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 1 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_1_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	0.8214	2.5	1.125	1      	1.0	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 1.125 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_1.125_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	0.9464	2.5	1.125	1  1/8 	1.125	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 1.25 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_1.25_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.0714	2.5	1.125	1  1/4 	1.25	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 1.375 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_1.375_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	1  3/8 	1.375	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 1.5 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_1.5_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	1  1/2 	1.5	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 1.75 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_1.75_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	1  3/4 	1.75	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 2 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_2_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	2      	2.0	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 2.25 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_2.25_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	2  1/4 	2.25	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 2.75 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_2.75_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	2  3/4 	2.75	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 3 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_3_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	3      	3.0	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 3.25 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_3.25_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	3  1/4 	3.25	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 3.5 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_3.5_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	3  1/2 	3.5	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 3.75 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_3.75_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	3  3/4 	3.75	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 4 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_4_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	4      	4.0	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 4.25 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_4.25_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	4  1/4 	4.25	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 4.5 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_4.5_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	4  1/2 	4.5	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 4.75 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_4.75_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	4  3/4 	4.75	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 7/16 x 5 UNC STEEL SQUARE	ASME_B_18_2_1_7/16_x_5_UNC_STEEL_SQUARE_BOLT	7/16	0.438	14	0.0714	1.125	2.5	1.125	5      	5.0	0.452	0.421	0.625	0.625	0.603	0.884	0.828	0.297	0.316	0.278	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 0.5 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_0.5_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	0.3077	2.5	1.25	  1/2 	0.5	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 0.562 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_0.562_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	0.3697	2.5	1.25	  9/16	0.562	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 0.625 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_0.625_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	0.4327	2.5	1.25	  5/8 	0.625	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 0.75 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_0.75_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	0.5577	2.5	1.25	  3/4 	0.75	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 0.875 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_0.875_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	0.6827	2.5	1.25	  7/8 	0.875	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 1 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_1_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	0.8077	2.5	1.25	1      	1.0	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 1.125 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_1.125_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	0.9327	2.5	1.25	1  1/8 	1.125	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 1.25 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_1.25_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.0577	2.5	1.25	1  1/4 	1.25	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 1.375 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_1.375_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.1827	2.5	1.25	1  3/8 	1.375	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 1.5 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_1.5_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	1  1/2 	1.5	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 1.75 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_1.75_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	1  3/4 	1.75	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 2 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_2_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	2      	2.0	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 2.25 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_2.25_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	2  1/4 	2.25	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 2.75 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_2.75_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	2  3/4 	2.75	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 3 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_3_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	3      	3.0	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 3.25 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_3.25_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	3  1/4 	3.25	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 3.5 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_3.5_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	3  1/2 	3.5	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 3.75 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_3.75_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	3  3/4 	3.75	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 4 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_4_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	4      	4.0	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 4.25 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_4.25_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	4  1/4 	4.25	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 4.5 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_4.5_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	4  1/2 	4.5	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 4.75 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_4.75_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	4  3/4 	4.75	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 5 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_5_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	5      	5.0	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 5.5 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_5.5_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	5  1/2 	5.5	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1/2 x 6 UNC STEEL SQUARE	ASME_B_18_2_1_1/2_x_6_UNC_STEEL_SQUARE_BOLT	1/2	0.5	13	0.0769	1.25	2.5	1.25	6      	6.0	0.515	0.482	0.75	0.75	0.725	1.061	0.995	0.328	0.348	0.308	0.03	0.01	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 0.625 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_0.625_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	0.3977	2.5	1.5	  5/8 	0.625	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 0.75 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_0.75_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	0.5227	2.5	1.5	  3/4 	0.75	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 0.875 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_0.875_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	0.6477	2.5	1.5	  7/8 	0.875	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 1 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_1_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	0.7727	2.5	1.5	1      	1.0	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 1.125 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_1.125_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	0.8977	2.5	1.5	1  1/8 	1.125	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 1.25 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_1.25_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.0227	2.5	1.5	1  1/4 	1.25	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 1.375 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_1.375_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.1477	2.5	1.5	1  3/8 	1.375	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 1.5 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_1.5_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.2727	2.5	1.5	1  1/2 	1.5	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 1.75 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_1.75_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	1  3/4 	1.75	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 2 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_2_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	2      	2.0	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 2.25 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_2.25_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	2  1/4 	2.25	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 2.75 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_2.75_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	2  3/4 	2.75	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 3 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_3_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	3      	3.0	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 3.25 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_3.25_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	3  1/4 	3.25	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 3.5 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_3.5_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	3  1/2 	3.5	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 3.75 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_3.75_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	3  3/4 	3.75	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 4 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_4_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	4      	4.0	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 4.25 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_4.25_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	4  1/4 	4.25	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 4.5 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_4.5_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	4  1/2 	4.5	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 4.75 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_4.75_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	4  3/4 	4.75	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 5 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_5_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	5      	5.0	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 5.5 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_5.5_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	5  1/2 	5.5	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 5/8 x 6 UNC STEEL SQUARE	ASME_B_18_2_1_5/8_x_6_UNC_STEEL_SQUARE_BOLT	5/8	0.625	11	0.0909	1.5	2.5	1.5	6      	6.0	0.642	0.605	0.938	0.938	0.906	1.326	1.244	0.422	0.444	0.4	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 3/4 x 0.75 UNC STEEL SQUARE	ASME_B_18_2_1_3/4_x_0.75_UNC_STEEL_SQUARE_BOLT	3/4	0.75	10	0.1	0.5	2.5	1.75	  3/4 	0.75	0.768	0.729	1.125	1.125	1.088	1.591	1.494	0.5	0.524	0.476	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 3/4 x 0.875 UNC STEEL SQUARE	ASME_B_18_2_1_3/4_x_0.875_UNC_STEEL_SQUARE_BOLT	3/4	0.75	10	0.1	0.625	2.5	1.75	  7/8 	0.875	0.768	0.729	1.125	1.125	1.088	1.591	1.494	0.5	0.524	0.476	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 3/4 x 1 UNC STEEL SQUARE	ASME_B_18_2_1_3/4_x_1_UNC_STEEL_SQUARE_BOLT	3/4	0.75	10	0.1	0.75	2.5	1.75	1      	1.0	0.768	0.729	1.125	1.125	1.088	1.591	1.494	0.5	0.524	0.476	0.06	0.02	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 3/4 x 1.125 UNC STEEL SQUARE	ASME_B_18_2_1_3/4_x_1.125_UNC_STEEL_SQUARE_BOLT	3/4	0.75	10	0.1	0.875	2.5	1.75	1  1/8 	1.125	0.768	0.729	1.125	1.125	1.088	1.591	1.494	0.5	0.524	0.476	0.06	0.02	St	ASME B18.2.1	1996
