PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	threshold	FullyThreaded	MinimumThread	Length(ref)	L_length(in)	A_dia_max_dia(in)	A_dia_min_dia(in)	H_side_height(in)	C_head_crown_height(in)	O_total_head_height(in)	M_recess(in)	T_recess_Depth(in)	N_recess_width(in)	Material	Reference	Edition
ASME B18.6.3 SCREW 3/8 x 7/16 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_7/16_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	0.1450	2	Y	1.5	7/16	0.4375	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	0.2075	2	Y	1.5	1/2	0.5000	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 9/16 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_9/16_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	0.2700	2	Y	1.5	9/16	0.5625	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 5/8 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_5/8_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	0.3325	2	Y	1.5	5/8	0.6250	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 3/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_3/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	0.4575	2	Y	1.5	3/4	0.7500	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 7/8 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_7/8_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	0.5825	2	Y	1.5	7/8	0.8750	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 1 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_1_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	0.7075	2	Y	1.5	1	1.0000	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 1_1/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_1_1/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	0.8950	2	Y	1.5	1_1/4	1.2500	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 1_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_1_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.1450	2	Y	1.5	1_1/2	1.5000	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 1_3/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_1_3/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.3950	2	Y	1.5	1_3/4	1.7500	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.6450	2	Y	1.5	2	2.0000	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 2_1/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_2_1/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.5000	2	N	1.5	2_1/4	2.2500	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 2_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_2_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.5000	2	N	1.5	2_1/2	2.5000	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 2_3/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_2_3/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.5000	2	N	1.5	2_3/4	2.7500	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 3 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_3_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.5000	2	N	1.5	3	3.0000	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 3_1/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_3_1/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.5000	2	N	1.5	3_1/4	3.2500	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 3_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_3_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.5000	2	N	1.5	3_1/2	3.5000	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.5000	2	N	1.5	4	4.0000	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 4_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_4_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.5000	2	N	1.5	4_1/2	4.5000	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 5 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_3/8_x_5_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	3/8	0.375	16	0.0625	1.5000	2	N	1.5	5	5.0000	0.717	0.67	0.23	0.117	0.347	0.404	0.253	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 7/16 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_7/16_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	0.1431	2	Y	1.5	7/16	0.4375	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	0.2056	2	Y	1.5	1/2	0.5000	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 9/16 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_9/16_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	0.2681	2	Y	1.5	9/16	0.5625	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 5/8 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_5/8_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	0.3306	2	Y	1.5	5/8	0.6250	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 3/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_3/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	0.4556	2	Y	1.5	3/4	0.7500	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 7/8 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_7/8_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	0.5806	2	Y	1.5	7/8	0.8750	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 1 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_1_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	0.7056	2	Y	1.5	1	1.0000	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 1_1/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_1_1/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	0.9556	2	Y	1.5	1_1/4	1.2500	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 1_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_1_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.1341	2	Y	1.5	1_1/2	1.5000	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 1_3/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_1_3/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.3841	2	Y	1.5	1_3/4	1.7500	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.6341	2	Y	1.5	2	2.0000	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 2_1/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_2_1/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.5000	2	N	1.5	2_1/4	2.2500	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 2_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_2_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.5000	2	N	1.5	2_1/2	2.5000	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 2_3/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_2_3/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.5000	2	N	1.5	2_3/4	2.7500	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 3 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_3_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.5000	2	N	1.5	3	3.0000	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 3_1/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_3_1/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.5000	2	N	1.5	3_1/4	3.2500	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 3_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_3_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.5000	2	N	1.5	3_1/2	3.5000	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.5000	2	N	1.5	4	4.0000	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 4_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_4_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.5000	2	N	1.5	4_1/2	4.5000	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 5 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_7/16_x_5_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	7/16	0.438	14	0.071428571	1.5000	2	N	1.5	5	5.0000	0.76	0.715	0.223	0.122	0.345	0.416	0.265	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	0.2001	2	Y	1.5	1/2	0.5000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 9/16 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_9/16_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	0.2626	2	Y	1.5	9/16	0.5625	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 5/8 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_5/8_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	0.3251	2	Y	1.5	5/8	0.6250	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 3/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_3/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	0.4501	2	Y	1.5	3/4	0.7500	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 7/8 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_7/8_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	0.5751	2	Y	1.5	7/8	0.8750	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 1 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_1_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	0.7001	2	Y	1.5	1	1.0000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 1_1/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_1_1/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	0.9501	2	Y	1.5	1_1/4	1.2500	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 1_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_1_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.2001	2	Y	1.5	1_1/2	1.5000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 1_3/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_1_3/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.3732	2	Y	1.5	1_3/4	1.7500	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.6232	2	Y	1.5	2	2.0000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 2_1/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_2_1/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.5000	2	N	1.5	2_1/4	2.2500	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 2_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_2_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.5000	2	N	1.5	2_1/2	2.5000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 2_3/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_2_3/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.5000	2	N	1.5	2_3/4	2.7500	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 3 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_3_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.5000	2	N	1.5	3	3.0000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 3_1/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_3_1/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.5000	2	N	1.5	3_1/4	3.2500	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 3_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_3_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.5000	2	N	1.5	3_1/2	3.5000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.5000	2	N	1.5	4	4.0000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 4_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_4_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.5000	2	N	1.5	4_1/2	4.5000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 5 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_5_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.5000	2	N	1.5	5	5.0000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 5_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_5_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.5000	2	N	1.5	5_1/2	5.5000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 6 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_1/2_x_6_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	1/2	0.5	13	0.076923077	1.5000	2	N	1.5	6	6.0000	0.815	0.765	0.223	0.131	0.354	0.43	0.28	0.086	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 9/16 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_9/16_x_9/16_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	9/16	0.563	12	0.083333333	0.2192	2	Y	1.5	9/16	0.5625	0.932	0.878	0.26	0.15	0.41	0.45	0.302	0.087	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 5/8 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_9/16_x_5/8_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	9/16	0.563	12	0.083333333	0.2817	2	Y	1.5	5/8	0.6250	0.932	0.878	0.26	0.15	0.41	0.45	0.302	0.087	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 3/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_9/16_x_3/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	9/16	0.563	12	0.083333333	0.4067	2	Y	1.5	3/4	0.7500	0.932	0.878	0.26	0.15	0.41	0.45	0.302	0.087	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 7/8 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_9/16_x_7/8_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	9/16	0.563	12	0.083333333	0.5317	2	Y	1.5	7/8	0.8750	0.932	0.878	0.26	0.15	0.41	0.45	0.302	0.087	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 1 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_9/16_x_1_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	9/16	0.563	12	0.083333333	0.6567	2	Y	1.5	1	1.0000	0.932	0.878	0.26	0.15	0.41	0.45	0.302	0.087	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 1_1/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_9/16_x_1_1/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	9/16	0.563	12	0.083333333	0.9067	2	Y	1.5	1_1/4	1.2500	0.932	0.878	0.26	0.15	0.41	0.45	0.302	0.087	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 1_1/2 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_9/16_x_1_1/2_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	9/16	0.563	12	0.083333333	1.1567	2	Y	1.5	1_1/2	1.5000	0.932	0.878	0.26	0.15	0.41	0.45	0.302	0.087	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 1_3/4 UNC STEEL X RECESSED OVAL CSK TYPE IA	ASME_B18_6_3_9/16_x_1_3/4_UNC_STEEL_X_RECESSED_OVAL_CSK_TYPE_IA_SCREW	9/16	0.563	12	0.083333333	1.3233	2	Y	1.5	1_3/4	1.7500	0.932	0.878	0.26	0.15	0.41	0.45	0.302	0.087	St	ASME B18.6.3	1998
